pair_ID	sentence_AB	E_judgment
1868	the true cat perched on the table is looking out the window [SEP] someone on a perch is looking at a small wooden true cat that is on a white cabinet outside the window	2
1869	an aubergine is being sliced by a adult female [SEP] a adult female is cutting a veggie	0
1870	no domestic dog is jumping in the shadiness of some trees [SEP] a domestic dog is jumping in the shadiness of some trees	1
1871	a adult male is dancing [SEP] there is no adult male praying	2
1872	a bunch of four brown dogs are playing in a field of brown grass [SEP] four dogs are playing in a grassy country	0
1873	a white domestic dog is standing on the leaf on the earth [SEP] one white domestic dog is standing on the leaf on the earth	0
1874	a small group of people are standing and two are sitting on the couch [SEP] a group of five young adults are lounging inside	2
1875	a bee is taking off from a yellow flower [SEP] a small bee is landing on a cluster of yellow flowers	2
1876	a adult female is slicing a cucumber vine [SEP] a adult female is jumping rope outside	2
1877	a paper home is being cut by a adult male [SEP] a adult male is cutting a paper home	0
1878	a adult male and a adult female are walking nicely [SEP] a adult male and a adult female are walking	0
1879	a tiger rookie is roaring [SEP] two dogs are playing outside	2
1880	a adult male is playing an instrument [SEP] a adult female is playing the transverse flute	2
1881	the black and white domestic dog is running and a mortal stands behind it [SEP] the domestic dog which is black and white is running and a mortal stands behind it	0
1882	a grey domestic dog is bouncing a association football ball on its head in a grass field [SEP] a grey domestic dog is bouncing a lawn tennis ball on its head in a grass field	1
1883	a young male child wearing a red swimwear is jumping into a blue kiddies pool [SEP] a male child wearing red shorts is jumping into a paddling pool	2
1884	a kid in a green and white sports uniform is resting on the grass [SEP] a kid in a green and white sports uniform is running over the grass	1
1885	a crowd of people is near the water [SEP] a crowd of people is far from the water	1
1886	a young adult female is shaking hands with a adult male [SEP] a adult male and a adult female are shaking hands	0
1887	a adult male and a adult female are standing in front of an fine art gallery and are looking at a map [SEP] a adult male and a adult female are sitting in front of an fine art gallery and are looking at a map	2
1888	a adult male is strumming the guitar [SEP] the adult male is playing the transverse flute	2
1889	a adult female is playing the keyboard and a adult male is dancing [SEP] a adult female is dancing on a phase	2
1890	a girl is playing a transverse flute [SEP] a air current instrument is being played by a girl	0
1891	a adult male is bringing up the rear of the race [SEP] a few men in a competition are running outside	2
1892	the adult female is wearing a blue helmet and is riding a bike in a parking lot [SEP] a adult female is wearing a blue helmet and is riding a bike in a parking lot	0
1893	a coney is playing with a plaything coney [SEP] a coney is playing with a stuffed bunny girl	0
1894	two dogs of different breeds are looking at each other across a street [SEP] there are no dogs of different breeds looking at each other across a street	1
1895	a adult male is sitting and tables a comfortable discourse [SEP] a adult male wearing a dyed black shirt is sitting at the table and laughing	2
1896	the presentation is being attended by a schoolroom of students [SEP] a schoolroom is full of students	2
1897	a boats sail is being reflected by the peaceful water [SEP] the guitar is being played by the adult male	2
1898	a black domestic dog and a tan domestic dog are fighting [SEP] a black domestic dog and a white domestic dog are wrestling on the floor	2
1899	a door is being opened by a adult male [SEP] a adult male is cutting an onion	2
1900	a little male child is wearing a yellow army tank top and is laughing [SEP] a laughing male child is in a yellow army tank and is wearing a top	2
1901	a adult female wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion [SEP] a adult female is wearing a blue shirt with a white waistcoat and a white cap and is talking and marching	2
1902	a adult male is dangerously throwing knife at the tree [SEP] the adult male is doing a magic fast one	2
1903	a adult female is boiling noodles in water [SEP] a mortal is boiling noodles	0
1904	there is no girl in white dancing [SEP] a girl in white is dancing	1
1905	a tiger is walking around aimlessly [SEP] a tiger is sitting	2
1906	a adult male is cutting an onion [SEP] an onion is being cut by a adult male	0
1907	people are walking through a street which is crowded [SEP] a adult male and a adult female are walking down a metropolis street	2
1908	a male child wearing red shorts is jumping into a paddling pool [SEP] a child wearing red shorts is jumping into a paddling pool	0
1909	a domestic dog is fetching a piece of wood out of very clear water [SEP] a small black and white domestic dog is carrying a stick and is swimming	2
1910	a married duet is walking down the aisle [SEP] the bride is leaving the bridegroom after the wedding	2
1911	a keyboard is being played by a adult male [SEP] a adult male is playing a keyboard	0
1912	someone is stirring a pot of chili con carne with a spoon [SEP] a pot of chili con carne is being stirred by someone with a spoon	0
1913	a infant is crying [SEP] a adult male is exercising	2
1914	a adult male is preparing some dish [SEP] an onion is being sliced with a knife by the adult female	2
1915	there is no adult male making a telephone phone call [SEP] a adult male is making a telephone phone call	1
1916	a girl has colored patches on the cheeks [SEP] a girl is standing in a group and is wearing a black shirt and pink string of beads	2
1917	an arabic adult male is wearing a white hat [SEP] a white hat is being worn by an arabic adult male	0
1918	the snowboarder isnt leaping over white snowfall [SEP] a mortal who is practicing snowboarding jumps into the air	2
1919	a adult male is wearing dress that are covered with paint and is sitting outside in a busy country writing something [SEP] a adult male is standing near a motorcycle and is writing on a piece paper	2
1920	a adult male in a hat is standing outside of a green landrover [SEP] a adult male in a hat is standing outside of a green vehicle	0
1921	there is no adult female slicing an onion [SEP] a adult female is slicing an onion	1
1922	the bicyclist is performing a fast one in the air [SEP] the bicyclist isnt performing a fast one in the air	1
1923	a family is buying something at the vending machine [SEP] a adult male in a suit of clothes is standing at a mike and singing	2
1924	people are sitting against a wall [SEP] people are sitting near a wall	0
1925	one adult male is running down the route [SEP] a adult male is running	0
1926	the adult male is slicing vegetables [SEP] there is no adult female slicing a tater	2
1927	a adult male is opening a box with a knife [SEP] there is no adult male playing a guitar	2
1928	a girl in blue jumper is holding a multi-color plaything and is sitting on the shoulders of an old adult male with grey hair [SEP] a girl in blue jumper is holding a multi-color plaything and is sitting on the shoulders of a adult male with grey hair	0
1929	the adult female is cutting a carrot [SEP] there is no adult female slicing an onion	2
1930	a adult male is playing a transverse flute made of bamboo [SEP] the adult male is playing a transverse flute	0
1931	a adult female dressed in elegant clothing is inside a crowd of people and is looking down [SEP] an elegant adult female is inside a crowd of people and is looking down	0
1932	a male child is running through the grass [SEP] a male child is running through the sand	2
1933	a adult male is singing and playing the guitar [SEP] a adult male who is wearing phone is opening a packet	2
1934	a girl is playing a transverse flute [SEP] a male child is playing a air current instrument	2
1935	the adult female is slicing an onion with a knife [SEP] a adult male is preparing some dish	2
1936	a cervid is standing inside a fence [SEP] a cervid is jumping over a cyclone fence	2
1937	a mortal is riding a bike [SEP] a mortal is standing near a bike	1
1938	a adult female dressed in elegant clothing is inside a crowd of people and is looking up [SEP] a adult female dressed in elegant clothing is inside a crowd of people and is looking down	2
1939	the domestic dog is running into a brown visible light [SEP] a visible light brown domestic dog is running up a street	2
1940	the adult male and adult female are strolling [SEP] the adult male and adult female are walking	0
1941	the adult female is cracking two eggs into a glass bowl [SEP] the adult female is not cracking two eggs into a glass bowl	1
1942	the domestic dog is playing with a plastic container [SEP] the puppy is not playing with a plastic container	1
1943	a adult female who is wearing a pink feather boa is riding a bike down a span built for pedestrians [SEP] the adult female wearing silver drawers pink bellbottoms and a pink scarf is riding a motorcycle	2
1944	a black domestic dog in the snowfall is jumping onto the earth and missing a stick [SEP] a black domestic dog in the snowfall is jumping off the earth and catching a stick	2
1945	there is no guy leaping into the air in a wooded country [SEP] a guy is leaping into the air in a wooded country	1
1946	two child are lying in the snowfall and are drawing angels [SEP] two people in snowsuits are lying in the snowfall and making snowfall angels	2
1947	a adult female with a ponytail is climbing a wall of stone [SEP] a adult female is tailing a pony near a stone climbing wall	2
1948	a adult female who is wearing a pink scarf is riding a motorcycle down a span built for pedestrians [SEP] the adult female wearing silver drawers pink bellbottoms and a pink scarf is riding a motorcycle	2
1949	a group of asian girls are standing by themselves [SEP] a group of asian girls are standing together	0
1950	a brown domestic dog and a black domestic dog are playing in the sand [SEP] there is no brown domestic dog and black domestic dog playing in the sand	1
1951	a adult male is sitting in a field [SEP] a adult male is running in a field	2
1952	the child of a family are patiently playing and waiting [SEP] three asian child are dancing and a adult male is looking	2
1953	dogs are racing on a path [SEP] dogs are running on a path	0
1954	the windows are being polished by a adult male [SEP] the windows are being cleaned by a adult male	0
1955	a girl is applying make-up to her human face [SEP] the girl is applying make-up to her human face	0
1956	a domestic dog is standing with its two front paws on a stone in a field [SEP] there is no domestic dog standing with its two front paws on a stone in the field	1
1957	the men in brown shorts are walking on the rocks beside a river [SEP] the adult male in brown colored shorts is walking on the rocks beside a river	0
1958	a kid is running in and out of the waves of the ocean [SEP] a kid is running in and out of the ocean waves	0
1959	the true cat is playing passionately with a watermelon vine [SEP] a true cat is playing with a watermelon vine	0
1960	two people in a race are flipping the tires of a tractor [SEP] two women are competing in a tyre rolling race	2
1961	a mortal is wearing a red jacket and holding a beer [SEP] the adult female is wearing a red jacket and holding a glass in front of the adult male in a white tshirt	2
1962	five adults are sitting on a chair [SEP] people are sitting against a wall	2
1963	a young male child is wearing a blue patterned swim suit of clothes a black and yellow swim cap and has blue swim goggles on her head [SEP] a young girl is sitting in swimming cogwheel	2
1964	a adult female is singing into a mike [SEP] a adult male is singing into a mike	2
1965	the girl in blue is chasing the base of operations smuggler with a number on the jersey [SEP] a adult male in blue has a yellow ball in the hand	2
1966	two infant pandas are playing [SEP] two cubs are playing	0
1967	the adult female is wearing a red jacket and holding a glass in front of the adult male in a white tshirt [SEP] a mortal is shirtless and is putting down the beer	2
1968	the adult male is eating tater piece [SEP] the adult male is slicing potatoes	2
1969	a brown domestic dog is running through a snowy trail [SEP] a white domestic dog is running through a snowy trail	2
1970	someone is taking the okra out of a pot [SEP] someone is cooking okra in a cooking pan	2
1971	a brown domestic dog and a grey domestic dog are fighting in the snowfall [SEP] a brown domestic dog and a gray domestic dog are playing in the snowfall	2
1972	there is no adult male eating a pizza pie [SEP] a adult male is eating some nutrient	2
1973	a adult female is sewing with a machine [SEP] a adult female is using a machine made for sewing	0
1974	a domestic dog is chasing a ball in the grass [SEP] a domestic dog is losing a ball on the grass	2
1975	the adult female is picking up the kangaroo [SEP] the kangaroo is picking up the adult female	1
1976	there is no buffoon singing [SEP] a buffoon is singing	1
1977	somebody is playing the pianoforte [SEP] the pianoforte is being played by someone	0
1978	a adult female is cutting a lemon [SEP] a adult female is firing a arm	2
1979	a big true cat is opening a plastic drawer with its paws and is jumping inside [SEP] a small true cat is opening a plastic drawer with its paws and jumping inside	2
1980	a surfboarder is riding a big moving ridge across dark green water [SEP] the surfboarder is riding a small moving ridge	1
1981	a falls is flowing into a shallow pool [SEP] the people are walking on the route beside a beautiful falls	2
1982	a adult male is opening a small packet that contains phone [SEP] a adult male is opening a packet that contains phone	0
1983	three young men are running jumping and kicking near a vending machine [SEP] there is no adult male running jumping and kicking near a vending machine	1
1984	a girl is applying make-up to her human face [SEP] there is no girl applying make-up to her human face	1
1985	rollerbladers are not rolling in formation down a hill [SEP] a group of rollerbladers is lining up on the street	2
1986	a biker is wearing cogwheel which is black [SEP] a biker wearing black is breaking the gears	2
1987	a male child in blue shirt is looking at his hand near a stack of blocks on table [SEP] the male child in blue shirt is looking at his hand near the stack of blocks on table	0
1988	a adult male is chopping down a tree with an ax [SEP] a mortal is planting a tree	2
1989	a costumed performing artist is singing and people are dancing [SEP] a buffoon is singing	2
1990	there is no adult male cutting a tater [SEP] a adult male is cutting a tater	1
1991	a adult male is snowboarding down a railing in the snowfall [SEP] a adult female is snowboarding down a railing in the snowfall	2
1992	the adult female is dicing onions [SEP] a adult female is swiftly cutting an onion	2
1993	two blokes are sitting around a table and holding beers in their hands [SEP] a adult male in a white shirt and shades and a adult male in a black shirt and shades are sitting at a table with four beer bottles	2
1994	a adult female is frying fish [SEP] two women are wearing bikinis and are walking on the sand	2
1995	an old adult female is shaking hands with a adult male [SEP] a adult male and a adult female are shaking hands	0
1996	a blond adult female is sitting on the roof of a yellow vehicle and two people are inside [SEP] a adult female with blond hair is sitting on the roof of a yellow vehicle and two people are inside	0
1997	a big domestic dog and a small white domestic dog are playing together [SEP] a big domestic dog and a small domestic dog with a white coat are playing together	0
1998	the doctors are reviving a adult male [SEP] the doc is helping the patient	0
1999	an old adult female is shaking hands with a adult male [SEP] an adult female that is old is shaking hands with a adult male	0
2000	a little male child is playing a guitar [SEP] there is no male child playing guitar	1
2001	a sheep dog is grouping a herd of sheep [SEP] the sheep dog is grouping a herd of sheep	0
2002	a child swimming in the ocean is tossing a coin into the pool near the adult male [SEP] a father is launching the girl in a swimming pool	2
2003	a rider is surfing the moving ridge [SEP] a adult male is performing a fast one on a surfboard in the water	2
2004	the adult male is putting away the photographic camera and walks away from the beach [SEP] a adult male with a white mustache is standing on a balcony and is looking at the route below	2
2005	a adult male is making a address on a stump [SEP] a adult male is speaking on a phase	2
2006	a yellow domestic dog is running down a way covered by sand [SEP] a golden retriever is running	2
2007	the black bird is not sitting in a leafless tree [SEP] the black bird is sitting in a leafless tree	1
2008	the adult female is chopping some breadstuff and fried porc [SEP] the adult female is frying a breaded porc chop	2
2009	some people are in the snowfall wearing dress that provide disguise [SEP] two people are walking two dogs with golden coats in the snowfall	2
2010	a adult female in a bikini is pulling a domestic dog on a lead at the sea-coast [SEP] a adult female in a bikini is pulling a domestic dog on a lead at the beach	0
2011	a adult male is watering the grass and excitedly playing with a domestic dog [SEP] a domestic dog is excitedly playing with water in the grass	2
2012	a few men in a competition are running outside [SEP] one adult male is leading the race	2
2013	a adult female is cracking an egg into a bowl [SEP] there is no adult female cracking an egg into a bowl	1
2014	a adult male is playing the guitar [SEP] a adult male is playing a guitar	0
2015	two boys on a sofa are reading a book [SEP] two boys on a sofa are playing picture games	2
2016	a group of five young adults are lounging in the room [SEP] a group of five young adults are lounging inside	0
2017	a adult male is dangerously throwing knife at a tree [SEP] some dangerous men with knife are throwing a motorcycle against a tree	2
2018	a adult male is squatting in brushwood and taking a picture [SEP] a mortal is crouching and holding a photographic camera	0
2019	nobody is folding a piece of paper [SEP] a mortal is folding a piece of paper	1
2020	a black fauna is approaching a golden domestic dog on pebbly beach [SEP] two dogs are playing on a rocky beach	2
2021	a group of child is playing tambourines [SEP] a group of child is not playing tambourines	1
2022	a adult male is playing a wooden transverse flute [SEP] there is no adult male playing a wooden transverse flute	1
2023	someone is playing the guitar [SEP] someone is dismantling a pianoforte	2
2024	a young adult female is getting a tattoo on her hand [SEP] the adult female in the white jumper is drawing a tattoo on the hand of a teen	2
2025	a group of people is on a beach [SEP] a group of people is on a mount	2
2026	a duet is not looking at a map [SEP] a duet is looking at a map	2
2027	a tomato is being sliced by a adult female [SEP] a adult female is peeling a tater	2
2028	a few men in a competition are running outside [SEP] a few men in a competition are running inside	1
2029	a cervid is jumping over a cyclone fence [SEP] the cervid is jumping over the fence	0
2030	a adult male with no shirt is jumping over a log [SEP] a shirtless adult male is jumping over a log	0
2031	a white puppy is biting a pole [SEP] a brown puppy is biting a pole	2
2032	there are no dogs playing in the snowfall [SEP] a brown domestic dog and a gray domestic dog are playing in the snowfall	1
2033	there is no mortal cutting some ginger [SEP] a mortal is cutting some ginger	1
2034	a adult female is sewing with a machine [SEP] there is no adult female using a sewing machine	1
2035	paper is being cut with pair of scissors [SEP] the piece of paper is being cut	0
2036	the adult male is intensely playing the guitar [SEP] the guitar participant is loving one girl	2
2037	one adult male is tossing a child into the swimming pool that is near the ocean [SEP] a father is launching the girl in a swimming pool	2
2038	a domestic dog is near the red ball in the air [SEP] a domestic dog is far from the red ball in the air	1
2039	a adult male is cutting himself with a piece of paper [SEP] a mortal is tearing paper	2
2040	there is no adult female slicing a tater [SEP] a adult female is slicing a tater	1
2041	a girl in blue is sliding down a green microscope slide [SEP] the young girl in blue is having fun on a swing	2
2042	the bike is being ridden by a adult male wearing a beret on a diversion trail [SEP] a adult male is wearing a beret and is riding the bike on a diversion trail	0
2043	a young male child isnt climbing a wall made of stone [SEP] the young male child is climbing the wall made of stone	1
2044	a male child is jumping off a platform and two other boys are standing and watching [SEP] a male child is jumping off a platform and two other boys are standing and staring at him	0
2045	a little girl is hitting a ball off a teeing ground [SEP] a little girl in a pink shirt is playing tball and taking a swing	2
2046	two men are doing a skit which is very funny with a pugilist in front of a crowd of people [SEP] a coney is playing with a plaything coney	2
2047	a lemur is hanging on a cord [SEP] a lemur is hanging on a rope	0
2048	the young male child is running through the ocean waves [SEP] a kid is running in and out of the ocean waves	0
2049	a yellow kayak is being ridden by a adult male and a young male child [SEP] a adult male and a young male child are riding in a yellow kayak	0
2050	a adult female is dancing and a adult male is playing the keyboard [SEP] a adult female is walking off a phase	2
2051	a adult female wearing a blue shirt and high heels is standing on the pavement next to a adult male [SEP] a adult male and a adult female are jumping on the kerb	2
2052	a male child in his teens is talking to a girl with a webcam [SEP] the teens are talking to a male child and a girl with a webcam	2
2053	two child are playing in a swimming pool with a green colored crocodile float [SEP] two child are pushing past a crocodile in an inflatable pool	2
2054	a girl is communicating with mark linguistic communication [SEP] a young male child is using mark linguistic communication	2
2055	a domestic dog is pushing a tot into a rainfall puddle [SEP] a male child is being knocked into the water by the domestic dog	2
2056	there is no adult male on a bike riding on the beach [SEP] a adult male on a bike is riding on the beach	1
2057	a adult female is putting away a carrot [SEP] a adult female is slicing a carrot	2
2058	nobody is playing the guitar and singing [SEP] the adult female is playing a guitar which is acoustic and singing	1
2059	the girl in the blue and white uniform isnt cheering [SEP] the girl in the blue and white uniform is cheering	1
2060	a adult male is speaking on a phase [SEP] a adult male is speaking on a stump	2
2061	a sea bird is slowly flying over some rocks [SEP] a sea bird is flying over some rocks	0
2062	there is no mortal pouring olive oil into a pot on the range [SEP] a mortal is pouring olive oil into a pot on the range	1
2063	a adult male is shooting with a bowknot [SEP] a adult male is rowing a boat	2
2064	a male child is playing a game with blocks made of wood [SEP] a male child in blue shirt is looking at his hand near a stack of blocks on table	2
2065	a true cat is jumping into a container [SEP] a true cat is jumping into a box	0
2066	a lady is mixing a meat mixture in a bowl [SEP] the adult female is stirring meat in a bowl	0
2067	two young boys are looking up at the photographic camera and one is sticking out his lingua [SEP] a little male child is sticking his lingua out for the photographic camera and another male child is not looking	2
2068	the puppy is playing with a plastic container [SEP] the domestic dog is playing with a plastic container	0
2069	a kid is making a snowfall ball [SEP] a child in orange is playing outside with a abronia elliptica	2
2070	a teenage girl is storing away string of beads that are red [SEP] a teenage girl is wearing string of beads that are red	2
2071	a infant rhinoceros is walking around a pen with its female parent [SEP] a rhinoceros which is little is following an grownup rhinoceros	0
2072	a surfboarder is riding a big moving ridge across dark green water [SEP] a surfboarder is riding a big moving ridge	0
2073	a adult female is not frying meat [SEP] a adult female is placing nutrient in a pot of hot water	2
2074	a male child is wearing a hat and is walking in the wet sand [SEP] a male child is wearing a white hat and is running on the beach	2
2075	a mortal by some cameras is blowing on a burning torch [SEP] a mortal is burning some cameras with a blow torch	2
2076	there is no adult female cutting an onion [SEP] a horse is standing	2
2077	a badger is shrewdly digging the world [SEP] the badger is burrowing a hole	0
2078	two brown and white dogs are fighting on a grassy country in front of a tree [SEP] two brown and white dogs are fighting on a grassy country behind a tree	2
2079	two angels are making snowfall on the lying child [SEP] two child are lying in the snowfall and are making snowfall angels	2
2080	two men in a race are flipping the tires of a tractor [SEP] two men are competing in a tyre rolling race	2
2081	a adult female is cracking an egg into a bowl [SEP] a brown and white domestic dog with a brown and black bandana is quickly running	2
2082	a dogs tail is being pulled by a monkey [SEP] a monkey is pulling a dogs tail	0
2083	a adult male is riding a horse on the beach [SEP] a adult male is riding a horse in the desert	2
2084	a guitar is being played by a child [SEP] a child is playing guitar	0
2085	there is no adult male playing a keyboard [SEP] a adult male is playing a guitar	2
2086	the adult male is clumsily kick boxing with a trainer [SEP] the adult male is kick boxing with a trainer	0
2087	a shoeless adult male in pajamas is looking toward the stars and is walking on the lawn tennis judicature [SEP] a shoeless adult male in pajamas is looking toward the sky and is walking on the lawn tennis judicature	0
2088	a adult male is driving a car [SEP] a adult male is driving a vehicle	0
2089	two cats are playing with a red ball [SEP] two daschunds are playing with a red ball	2
2090	a adult male is playing a small transverse flute [SEP] a adult male is playing a transverse flute	0
2091	a shoe is being tied by a adult male [SEP] a adult male is tying a shoe	0
2092	a great vocaliser is dancing on the ceiling [SEP] a kid is making a snowfall ball	2
2093	a kitty is drinking fresh milk [SEP] the milk is being drunk by a true cat	0
2094	the writing is about a mortal penciling [SEP] a mortal is writing	2
2095	a little male child with brown hair is jumping off of a brown chair onto the floor [SEP] there is no little male child with brown hair jumping off of a brown chair onto the floor	1
2096	a adult female is boiling noodles in water [SEP] someone is stirring nutrient in the water	0
2097	a adult male is showing off a small monkey [SEP] a adult male is holding an fauna which is small in one hand	0
2098	a adult male and a adult female are in a room painted beige wearing dark colored shirts and a proctor is in the background [SEP] a adult male and a adult female are in a beige room wearing dark colored shirts and a proctor is in the background	0
2099	two dogs are playing together on the grass [SEP] a big domestic dog and a small domestic dog with a white coat are playing together	2
2100	someone is playing the guitar [SEP] somebody is playing the guitar	0
2101	the infant is being put into a scrap can by a adult female [SEP] a mortal is putting meat into a frypan carelessly	2
2102	a sketch plane is landing [SEP] an animated plane is landing	0
2103	a kid who is small is outdoors climbing stairs outdoors in an country full of grass [SEP] a small kid in a pink jumper is climbing a concrete stairway	2
2104	a adult male is taking a icon of a drawing [SEP] a adult male is drawing a icon	2
2105	two dogs are playing on the beach [SEP] a brown domestic dog is running after a black domestic dog on a rocky shore	2
2106	a adult male with a photographic camera is studying the theme [SEP] the adult male in the purple hat isnt operating a photographic camera that makes picture	2
2107	a chetah is quickly running behind its target [SEP] there is no chetah quickly running behind its target	1
2108	the lady is peeling the tater [SEP] a adult female is peeling a tater	0
2109	the adult male is slicing potatoes [SEP] a adult female is peeling a tater	2
2110	a adult female is pouring ingredients into a bowl [SEP] the chef is seasoning the oil	2
2111	a adult male in a shirt dyed purple is looking at a adult male in a black shirt who is doing a funny human face [SEP] a adult male in a purple shirt is dying another shirt black which has a adult male looking at a domestic dog doing a funny human face painted on it	2
2112	two child are playing in the breaker [SEP] a child is splashing in the pool	2
2113	the girl who is little is carefully combing her hair into a pony tail [SEP] the girl who is little is combing her hair into a pony tail	0
2114	the military military officer is shouting at the recruits [SEP] an military officer is talking to the recruits	2
2115	a adult male is phoning [SEP] a adult male is talking on the telephone	0
2116	a minibike rider is running over a adult male [SEP] the horse is being ridden by a adult male	2
2117	a adult male in a red uniform is racing and making a leap over a motorcycle in the soil [SEP] a adult male is participating in a bmx race	2
2118	a adult female is boiling noodles in water [SEP] noodles are being boiled in water by a adult female	0
2119	the nutrient on the trays is being eaten by the kittens [SEP] a few kittens are eating	0
2120	a domestic dog with a blue neckband is not playing with the ball outside [SEP] a grey domestic dog is bouncing a association football ball on its head in a grass field	2
2121	a young kid is shoeless and is walking past a puddle full of clay [SEP] a young kid is wearing green boots and playing in a puddle full of clay	2
2122	a adult female is drying noodles [SEP] a adult female is boiling noodles in water	2
2123	four people are difficultly walking with trouble across thick snowfall and the sun is setting [SEP] some people are treading through the snowfall of the beautiful snowy landscape	2
2124	two dogs and two people are walking in the woods [SEP] two dogs and two people are walking in a wood	0
2125	a white car and a yellow car are racing down the path [SEP] no race car is on a route in front of a grassy parking country	2
2126	the mortal is riding a minibike on a sandy path [SEP] a adult male is lifting barbells	2
2127	a adult female is peeling a tater [SEP] there is no lady peeling the tater	1
2128	a small black and white domestic dog is carrying a stick and is swimming [SEP] a small black and white domestic dog is biting a stick and is swimming	0
2129	the adult male is tossing a child into the swimming pool that is near the ocean [SEP] a child swimming in the ocean is tossing a coin into the pool near the adult male	2
2130	two men are walking through the water [SEP] two men are standing in the ocean	2
2131	the adult male is removing knife from a tree [SEP] the adult male is throwing knife at a tree	2
2132	a kid who is small is outdoors climbing stairs outdoors in an country full of grass [SEP] a small kid is outdoors climbing stairs in a grassy country	0
2133	a adult female is leaning on the shelf of a balcony [SEP] a adult male with a white mustache is standing on a balcony and is looking at the route below	2
2134	three asian child are dancing and a adult male is looking [SEP] an asian adult male is dancing and three child are looking	2
2135	a kitty is getting bored [SEP] a kitty is playing with a blue rope plaything	2
2136	a participant of association football is scoring a end [SEP] association football players are kicking a association football ball into the end	0
2137	two white puppies are playing near a pool [SEP] two white puppies are playing near water	0
2138	a male child is speeding down a steep microscope slide [SEP] a child is speeding down a steep microscope slide	0
2139	a white domestic dog is wearing a christmas caribou headband and is playing with a brown domestic dog in the grass [SEP] a white domestic dog is wearing a christmas caribou headband and is playing with a domestic dog with a brown coat in the grass	0
2140	a adult male is slicing a carrot with a knife [SEP] the adult female is not slicing an onion	2
2141	paper is being cut with pair of scissors [SEP] there is no paper being cut with pair of scissors	1
2142	a male child in a band is playing the transverse flute [SEP] a girl in a uniform is playing the transverse flute with a marching band	2
2143	people are looking at some costumes gathered in the locality of the wood [SEP] people wearing costumes are gathering in a wood and are looking in the same way	2
2144	a association football participant is scoring a end [SEP] there are no association football players kicking a association football ball into the end	1
2145	the girl is trotting on the horse [SEP] a girl is riding a horse	0
2146	the adult male with the dyed purple hat is operating a photographic camera that makes picture [SEP] the adult male in the purple hat is operating a photographic camera that makes picture	0
2147	a domestic dog with long hair and a red waistcoat is sitting in the grass [SEP] a domestic dog with long hair and a red waistcoat is running in the grass	2
2148	a mortal is cutting an onion [SEP] a mortal is eating a cut onion	2
2149	a football game participant in a purple jersey is running with the ball for a touchdown [SEP] a mortal playing football game is running past an functionary carrying a football game	2
2150	a cervid is jumping over a cyclone fence [SEP] the cervid is not jumping over the fence	1
2151	a mortal on a yellow motorcycle is airborne [SEP] a mortal on a yellow soil motorcycle is taking a leap	0
2152	a mortal is wiping butter on a tray [SEP] a mortal is spreading butter on a tray	0
2153	a adult male is wearing a blue checkered shirt and riding a monocycle in the street [SEP] there is no adult male wearing a long sleeved blue shirt and jeans and riding a monocycle down a street	1
2154	the adult male is playing the guitar [SEP] there is no adult male playing the guitar	1
2155	a mortal is taking away the meat in the frypan [SEP] the infant is being put into a scrap can by a adult female	2
2156	a adult female is cutting a fish [SEP] a adult female is slicing a fish	0
2157	a small male child in a striped shirt is sliding out of a green tube [SEP] a little male child in a striped shirt is sliding out of a green tube	0
2158	a young male child is diving into a still lake [SEP] a young male child is jumping into a still lake	0
2159	the icon of a photographic camera set up is being taken by a adult male on the beach at the sundown [SEP] a adult male is taking pictures of a lake	2
2160	a adult male is playing a fiddle [SEP] the infant is laughing and crawling	2
2161	one adult male is turning on the microwave [SEP] one adult male is turning off the microwave	1
2162	four people are walking along a metropolis pavement and the one in the green hat is talking on a cell telephone [SEP] a group of people is walking down the street and a mortal in a green hat is on the telephone	0
2163	some animals are playing wildly in the water [SEP] a few animals are playing in the water	0
2164	an old adult female is wearing a rose patterned shirt and is clumsily carrying two paper [SEP] there is no adult female wearing shades of large size and holding paper in both hands	2
2165	the adult male is dipping into a swampland [SEP] a adult male is rising from a swampland	2
2166	two people are sitting in lawn chairs and are reading books [SEP] two people in two chairs are talking	2
2167	a adult female is slicing an onion [SEP] a adult female is cutting an onion	0
2168	a kid is smiling at the photographic camera and swimming submerged [SEP] a kid is swimming on the waters surface in a pool	2
2169	there is no adult female using an optic pencil and applying optic line drive to her lid [SEP] a adult female is applying cosmetics to her lid	1
2170	a distant mortal with a blue back pack is hiking in rocky country [SEP] the mortal is walking	0
2171	three boys in karate costumes arent fighting [SEP] three men are practicing karate in a field	2
2172	a adult female is chopping an onion [SEP] a adult female is washing her feet	2
2173	a adult male is playing with water [SEP] a adult male is not playing with water	1
2174	a adult female wearing casual clothing is keeping her mouth closed and is near other people dressed differently [SEP] a adult female is wearing a blue shirt with a white waistcoat and a white cap and is talking and marching	2
2175	a brown and white domestic dog is running through the tall grass [SEP] a brown and white domestic dog is moving through the natural state grass	2
2176	there is no adult male playing the pianoforte [SEP] a adult male is playing the pianoforte	1
2177	a young adult male and a adult female are riding bikes on the boardwalk near the ocean [SEP] a eye aged adult male and adult female are riding bikes down a route beside the water	2
2178	the adult male is hammering a nail with a photographic camera [SEP] the photographic camera adult male is nailing a cock to the wall	2
2179	two bmx rockers are jumping soil ramps in front of a organic structure of water [SEP] some rockers are getting airborne on a path near water and a skyline	2
